Temperature_C,Pressure_atm,Catalyst_Concentration_mol_L,Reaction_Yield_percent
143.63502971184062,4.362767366200286,0.3676991723850855,83.07778020338795
287.67857660247904,3.9962088660826294,0.10041087784336866,100.0
232.99848545285127,2.5853852125257406,0.17985345024124424,92.0725241500165
199.66462104925915,6.465400030913392,0.3350075120603309,100.0
89.00466011060914,5.28961744457766,0.24622377881699517,66.65230700750743
88.99863008405066,8.791308930916033,0.371899808931098,94.92878582894468
64.52090304204987,1.2889862243385242,0.48099187159920126,64.58319081410934
266.54403644373383,6.794811347996137,0.06710787698044678,99.4447480673922
200.2787529358022,7.86653990660405,0.35768818103504985,100.0
227.01814444901137,7.835379122694763,0.12286863625973611,92.98252848541905
55.14612357395061,8.974665703859726,0.21309359642970893,75.69664110749987
292.4774630404986,7.561303685465447,0.026102735639618513,96.0315168683463
258.11066020010543,9.350290554829266,0.07659461732342247,94.47514509989152
103.08477766956904,3.9939093983880234,0.16669087163396085,65.82377852479435
95.45624180177515,5.528884750763888,0.17757304459111262,64.45753153423841
95.85112746335845,1.126716969546016,0.45079675606642694,76.62301990311722
126.06056073988444,1.062618285729621,0.3734883255405924,82.38346600621017
181.18910790805947,3.161139584063679,0.48636965441165014,96.01954232475346
157.98625466052894,1.9072647742517672,0.30354504006426786,75.88575093580263
122.80728504951048,3.3419023114217827,0.1284397287247458,67.71051476503568
202.96322368059487,2.5933896507555767,0.17055096466160502,80.36054951559052
84.87346516301045,1.2566802235478343,0.16671960241306388,45.58338817526772
123.03616213380454,9.183737317654444,0.1699822205549933,75.9819335064263
141.59046082342292,1.0740081825000236,0.33975244482478967,71.0799090976511
164.01749605425897,7.624739299033768,0.27009588476430396,88.59331436508303
246.2939903482534,2.369330982275649,0.19885784726245573,88.46215939492174
99.91844553958992,9.2100665979964,0.08305398667707113,69.65038037206087
178.5586096034029,9.035163456308972,0.020848189841651495,80.88125624831639
198.1036422155106,6.885110317323316,0.11722899201796937,80.45031474871071
61.61260317999943,7.050107348205446,0.06266098794465381,53.13155217856225
201.8862129753596,1.048052277727197,0.3948680651175973,79.83234576788021
92.63103092182288,9.863844095022419,0.06512399932880383,69.05269000254297
66.26289824631988,8.90049343218233,0.36487183628034975,90.02101007301827
287.2213843133333,9.055956031570828,0.1989727579902805,100.0
291.40800826863983,6.933200833457848,0.04595541097445023,100.0
252.09933702911528,4.103082357890829,0.408237724221477,100.0
126.15344229334268,9.042837841814327,0.2940189794159406,94.89322610585363
74.41802850159597,3.623652353360731,0.1255231413031508,51.58965132071484
221.05825662803923,6.064403890079825,0.4483937754230073,100.0
160.03812343490034,1.8975787510949416,0.03217657379657021,55.598606337767706
80.5095587111947,9.297600671194752,0.10889160801690381,74.34770142909727
173.79422752781755,2.26693411994092,0.3785029946248719,88.57693982385155
58.5971302788046,3.024071251573665,0.3575951858518457,60.87213610861732
277.3301005196955,6.023207423153935,0.15174312992499425,100.0
114.69499540000423,7.876837001916834,0.040392188922863725,62.9564799847502
215.6305710884955,6.57416175342669,0.4304582553902225,100.0
127.92776902235273,3.0892052152014053,0.16371184265425226,60.851268300580884
180.0170052944527,1.008487382747413,0.10589957331484995,59.11677539458921
186.67756983581992,7.814355222766952,0.26287029295687875,97.80456413575737
96.21361388138176,9.866865933199843,0.4560113276483992,100.0
292.3961569411397,8.289218082754815,0.031337823143253916,100.0
243.78320584027864,5.141859563409538,0.385244003135135,100.0
284.87473539104724,9.13390535259196,0.2905118816899674,100.0
273.70683760691225,4.68862905806515,0.2184700671103903,99.46550607209255
199.47499470277128,5.724406758191208,0.3745994176114794,93.90401882946334
280.4685587557792,5.2941679065611496,0.4832539679763998,100.0
72.12312551297987,5.028614853989724,0.12231104346971859,45.9258635003987
98.9957156047863,7.976716923645151,0.08038720888533861,60.2184152906493
61.30682222763451,5.740920165425428,0.45731205515912154,79.25741706315858
131.33258269081608,3.850454098226945,0.33778700795407884,87.56059249297608
147.1693224223705,3.3234235089263047,0.22461315056536332,67.00873647790749
117.83725794347397,1.3397258527069005,0.2908971894294987,65.92042921690833
257.18437728798233,6.248756456947413,0.3753508135363596,100.0
139.18833167339733,3.069652738609308,0.38878563036580144,90.56977774587499
120.23362742184518,2.3332052981474476,0.46074814860129265,86.79516702552183
185.67402078956212,6.8844696744490985,0.2191529665588551,95.78998526413045
85.23105624369066,7.13088332039394,0.15377134590950356,70.06210417693794
250.54924518850993,7.769394030318994,0.32343549072702255,100.0
68.6376609199427,5.5321920670473235,0.21370667064696988,64.21910255847334
296.72173415012935,9.04649144683498,0.30135324243499917,100.0
243.06119232416435,9.42708478058405,0.21579304124341558,100.0
99.6789203835431,8.266338458132406,0.0849679354723055,63.633434905270164
51.3805292809006,6.720341338073685,0.24001910831288964,60.62269705979706
253.86535711370854,3.733488582320698,0.34854973275110607,100.0
226.71433596190428,9.84650429458199,0.4016490657571484,100.0
232.25179201024682,3.467225504727445,0.25172987563030796,90.38619549498085
242.81758667148642,2.8239122979138793,0.09096656620309644,72.9042299410217
68.5111629335226,4.979387024079244,0.2131969777282215,60.359180611231004
139.61643213606817,1.5115651364114961,0.39528402513243216,76.24276207211894
78.96726488128243,9.806450182046117,0.2123010426023657,78.41358475690491
265.7758564688984,6.295902007747824,0.35130008886606895,100.0
205.82453170688947,6.012568824977578,0.258534704022264,95.77492043562276
132.7245062131623,6.902166519097479,0.1281993313036044,70.31259345171915
65.88958757150591,5.47321282999486,0.4001137489313064,70.36017129011454
127.74558042891555,1.2885716538508742,0.05126459249463665,41.87957825751594
131.29583050668674,6.510801599563571,0.2671962385500238,76.28216804391649
232.40154458451602,7.445564892607876,0.11235660677926841,91.7735368498656
209.38936783880328,4.750741545616478,0.042862157985274076,75.16404801524952
271.8031856440816,7.815660148640736,0.25643762917079194,100.0
168.05373129048732,3.0430116940457856,0.25478545640811257,79.66038244152605
79.89856148457542,2.9914893195956562,0.3563814418211032,64.6720792964943
228.31119680574875,2.4527528891881656,0.3749278395954334,100.0
240.19626215422437,4.347952838102456,0.36661782945951943,100.0
190.31929939237406,8.623108318501751,0.21068377912920996,98.03863596461552
242.74179498864024,8.451208559341579,0.31952799574101565,100.0
173.4488990910977,4.445417871671534,0.29270316889554054,88.32039310339259
180.68320734549852,6.302068623822129,0.2165652604972906,86.29642784962476
156.8852545896374,7.487346848274241,0.30263422015113667,95.01800345771397
56.3547816860238,3.170860971652207,0.47415145958606864,73.67871166964524
76.97285674832611,2.513269773052724,0.1045179344038749,50.36501827438683
57.857296421683564,9.748863938910798,0.4538283269349079,88.03089203980575
209.1026028159451,6.558015818886567,0.0361932018517672,70.54056748853719
128.58899526908166,9.832741496502974,0.16111071432181373,78.23809359189988
177.1426727911757,4.039803884190062,0.15119117181964883,79.9878320325674
